Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,1.5149999856948853,1.5149999856948853,1.462499976158142,1.4900000095367432,1.149970293045044,700000,0.0,0.0
1996-01-02 00:00:00+05:30,1.4900000095367432,1.5125000476837158,1.475000023841858,1.4874999523162842,1.1480411291122437,824000,0.0,0.0
1996-01-03 00:00:00+05:30,1.4874999523162842,1.497499942779541,1.475000023841858,1.4924999475479126,1.1518999338150024,568000,0.0,0.0
1996-01-04 00:00:00+05:30,1.4924999475479126,1.4900000095367432,1.4700000286102295,1.4824999570846558,1.1441820859909058,564000,0.0,0.0
1996-01-05 00:00:00+05:30,1.4824999570846558,1.4900000095367432,1.475000023841858,1.4800000190734863,1.1422525644302368,378000,0.0,0.0
1996-01-08 00:00:00+05:30,1.4800000190734863,1.475000023841858,1.4550000429153442,1.462499976158142,1.1287461519241333,474000,0.0,0.0
1996-01-09 00:00:00+05:30,1.462499976158142,1.462499976158142,1.399999976158142,1.4149999618530273,1.092085838317871,966000,0.0,0.0
1996-01-10 00:00:00+05:30,1.4149999618530273,1.4325000047683716,1.4049999713897705,1.4199999570846558,1.0959450006484985,452000,0.0,0.0
1996-01-11 00:00:00+05:30,1.4199999570846558,1.440000057220459,1.399999976158142,1.4149999618530273,1.092085838317871,636000,0.0,0.0
1996-01-12 00:00:00+05:30,1.4149999618530273,1.4175000190734863,1.399999976158142,1.412500023841858,1.0901564359664917,862000,0.0,0.0
1996-01-15 00:00:00+05:30,1.412500023841858,1.4075000286102295,1.3875000476837158,1.3949999809265137,1.0766501426696777,362000,0.0,0.0
1996-01-16 00:00:00+05:30,1.3949999809265137,1.399999976158142,1.3700000047683716,1.3700000047683716,1.0573554039001465,716000,0.0,0.0
1996-01-17 00:00:00+05:30,1.3700000047683716,1.3975000381469727,1.315000057220459,1.3274999856948853,1.0245541334152222,858000,0.0,0.0
1996-01-18 00:00:00+05:30,1.3274999856948853,1.3274999856948853,1.2999999523162842,1.3200000524520874,1.018765926361084,660000,0.0,0.0
1996-01-19 00:00:00+05:30,1.3200000524520874,1.315000057220459,1.2675000429153442,1.277500033378601,0.9859647750854492,852000,0.0,0.0
1996-01-22 00:00:00+05:30,1.277500033378601,1.2949999570846558,1.2599999904632568,1.2725000381469727,0.9821056127548218,718000,0.0,0.0
1996-01-23 00:00:00+05:30,1.2725000381469727,1.2999999523162842,1.2549999952316284,1.2649999856948853,0.9763171672821045,798000,0.0,0.0
1996-01-24 00:00:00+05:30,1.2649999856948853,1.2649999856948853,1.225000023841858,1.2324999570846558,0.951233983039856,898000,0.0,0.0
1996-01-25 00:00:00+05:30,1.2324999570846558,1.225000023841858,1.2050000429153442,1.2174999713897705,0.9396570324897766,780000,0.0,0.0
