Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,78.56979370117188,86.39187622070312,77.88035583496094,78.22081756591797,58.14008712768555,15273,0.0,0.0
1996-01-02 00:00:00+05:30,78.22081756591797,78.43360900878906,78.13570404052734,78.39105224609375,58.2666130065918,17623,0.0,0.0
1996-01-03 00:00:00+05:30,78.39105224609375,78.13570404052734,78.05059051513672,78.05059051513672,58.01355743408203,5286,0.0,0.0
1996-01-04 00:00:00+05:30,77.88035583496094,77.88035583496094,77.20368957519531,77.20368957519531,57.38407897949219,12336,0.0,0.0
1996-01-05 00:00:00+05:30,77.11431884765625,77.1994400024414,76.88451385498047,76.99516296386719,57.22908401489258,12923,0.0,0.0
1996-01-08 00:00:00+05:30,77.02920532226562,77.11431884765625,76.60363006591797,76.6334228515625,56.960208892822266,14685,0.0,0.0
1996-01-09 00:00:00+05:30,76.6334228515625,77.11431884765625,75.75247955322266,76.60363006591797,56.938053131103516,26434,0.0,0.0
1996-01-10 00:00:00+05:30,76.60363006591797,77.45478057861328,76.60363006591797,76.60363006591797,56.938053131103516,7636,0.0,0.0
1996-01-11 00:00:00+05:30,76.60363006591797,77.02920532226562,74.90132904052734,77.02920532226562,57.25437545776367,14685,0.0,0.0
1996-01-12 00:00:00+05:30,77.02920532226562,77.28455352783203,76.60363006591797,77.1994400024414,57.380924224853516,6461,0.0,0.0
1996-01-15 00:00:00+05:30,77.1994400024414,76.944091796875,76.60363006591797,76.60363006591797,56.938053131103516,14685,0.0,0.0
1996-01-16 00:00:00+05:30,76.60363006591797,76.3908462524414,75.41201782226562,75.45457458496094,56.08396911621094,10573,0.0,0.0
1996-01-17 00:00:00+05:30,75.45457458496094,77.36966705322266,75.82908630371094,77.20368957519531,57.38407897949219,67555,0.0,0.0
1996-01-18 00:00:00+05:30,77.20368957519531,77.88035583496094,74.05017852783203,76.69300079345703,57.004478454589844,46407,0.0,0.0
1996-01-19 00:00:00+05:30,76.69300079345703,81.71054077148438,76.43340301513672,76.95260620117188,57.197452545166016,24085,0.0,0.0
1996-01-22 00:00:00+05:30,76.95260620117188,76.944091796875,76.48872375488281,76.83344268798828,57.108882904052734,15273,0.0,0.0
1996-01-23 00:00:00+05:30,76.83344268798828,77.03346252441406,76.6078872680664,76.61214447021484,56.94438934326172,43470,0.0,0.0
1996-01-24 00:00:00+05:30,76.61214447021484,76.944091796875,76.01207733154297,76.48021697998047,56.84633255004883,82241,0.0,0.0
1996-01-25 00:00:00+05:30,76.48021697998047,77.11431884765625,76.18231201171875,76.99942016601562,57.23223876953125,46407,0.0,0.0
1996-01-26 00:00:00+05:30,76.99942016601562,76.99942016601562,76.99942016601562,76.99942016601562,57.23223876953125,0,0.0,0.0
1996-01-29 00:00:00+05:30,76.99942016601562,77.45478057861328,76.27168273925781,77.11431884765625,57.317649841308594,249074,0.0,0.0
1996-01-30 00:00:00+05:30,77.11431884765625,78.47616577148438,76.69300079345703,77.51436614990234,57.614994049072266,293719,0.0,0.0
1996-01-31 00:00:00+05:30,77.51436614990234,77.88035583496094,77.02920532226562,77.11431884765625,57.317649841308594,12336,0.0,0.0
1996-02-01 00:00:00+05:30,77.11431884765625,80.4338150024414,77.45903778076172,79.1145248413086,58.804351806640625,358338,0.0,0.0
1996-02-02 00:00:00+05:30,79.1145248413086,82.56169128417969,80.68915557861328,82.56169128417969,61.3665771484375,27609,0.0,0.0
1996-02-05 00:00:00+05:30,82.56169128417969,90.64337158203125,81.45519256591797,85.49391174316406,63.54603958129883,509897,0.0,0.0
1996-02-06 00:00:00+05:30,85.49391174316406,86.81745147705078,83.83841705322266,85.43858337402344,63.504940032958984,647945,0.0,0.0
1996-02-07 00:00:00+05:30,85.43858337402344,86.81745147705078,83.83841705322266,85.57476806640625,63.606143951416016,549255,0.0,0.0
